sample_id,device_id,cache_index,chronological_rank,buffer_segment_id,true_label,victim_prediction,victim_confidence,victim_true_confidence,victim_clean_correct,evaluator_prediction,evaluator_confidence,evaluator_true_confidence,evaluator_clean_correct,dual_clean_correct,selected_policy_gate
wifib|device=1|capture=23Jan|frame=2787|row=2433,1,2433,2433,1,0,1,0.5468596816062927,0.5468596816062927,True,1,0.8610751628875732,0.8610751628875732,True,True,False
wifib|device=1|capture=23Jan|frame=2788|row=2434,1,2434,2434,1,0,1,0.5325958132743835,0.5325958132743835,True,1,0.9693731069564819,0.9693731069564819,True,True,False
wifib|device=1|capture=23Jan|frame=2789|row=2435,1,2435,2435,1,0,1,0.6213750243186951,0.6213750243186951,True,1,0.9805811643600464,0.9805811643600464,True,True,False
wifib|device=1|capture=23Jan|frame=2790|row=2436,1,2436,2436,1,0,1,0.4451209604740143,0.4451209604740143,True,1,0.9807184934616089,0.9807184934616089,True,True,False
wifib|device=1|capture=23Jan|frame=2791|row=2437,1,2437,2437,1,0,1,0.43775486946105957,0.43775486946105957,True,1,0.9914970993995667,0.9914970993995667,True,True,False
wifib|device=1|capture=23Jan|frame=2792|row=2438,1,2438,2438,1,0,1,0.47872766852378845,0.47872766852378845,True,1,0.9824132919311523,0.9824132919311523,True,True,True
wifib|device=1|capture=23Jan|frame=2793|row=2439,1,2439,2439,1,0,1,0.6299864053726196,0.6299864053726196,True,1,0.9799265265464783,0.9799265265464783,True,True,True
wifib|device=1|capture=23Jan|frame=2794|row=2440,1,2440,2440,1,0,1,0.4954777657985687,0.4954777657985687,True,1,0.9553259015083313,0.9553259015083313,True,True,True
wifib|device=1|capture=23Jan|frame=2795|row=2441,1,2441,2441,1,0,1,0.5751792192459106,0.5751792192459106,True,1,0.8952934741973877,0.8952934741973877,True,True,False
wifib|device=1|capture=23Jan|frame=2796|row=2442,1,2442,2442,1,0,1,0.5551194548606873,0.5551194548606873,True,1,0.8982779383659363,0.8982779383659363,True,True,False
wifib|device=1|capture=23Jan|frame=2799|row=2443,1,2443,2443,1,0,1,0.6073417067527771,0.6073417067527771,True,1,0.9819252490997314,0.9819252490997314,True,True,False
wifib|device=1|capture=23Jan|frame=2800|row=2444,1,2444,2444,1,0,11,0.46273091435432434,0.4424615502357483,False,1,0.9029010534286499,0.9029010534286499,True,False,False
wifib|device=1|capture=23Jan|frame=2801|row=2445,1,2445,2445,1,0,1,0.596714973449707,0.596714973449707,True,1,0.9125392436981201,0.9125392436981201,True,True,False
wifib|device=1|capture=23Jan|frame=2802|row=2446,1,2446,2446,1,0,1,0.4935115575790405,0.4935115575790405,True,1,0.9769544005393982,0.9769544005393982,True,True,True
wifib|device=1|capture=23Jan|frame=2803|row=2447,1,2447,2447,1,0,1,0.57492595911026,0.57492595911026,True,1,0.9203585386276245,0.9203585386276245,True,True,True
wifib|device=1|capture=23Jan|frame=2804|row=2448,1,2448,2448,1,0,1,0.5328717827796936,0.5328717827796936,True,1,0.9094568490982056,0.9094568490982056,True,True,False
wifib|device=1|capture=23Jan|frame=2805|row=2449,1,2449,2449,1,0,1,0.4607715606689453,0.4607715606689453,True,1,0.9831966161727905,0.9831966161727905,True,True,False
wifib|device=1|capture=23Jan|frame=2806|row=2450,1,2450,2450,1,0,1,0.5079184174537659,0.5079184174537659,True,1,0.966336727142334,0.966336727142334,True,True,False
wifib|device=1|capture=23Jan|frame=3379|row=2977,1,2977,2977,2,0,1,0.4732939600944519,0.4732939600944519,True,1,0.9763928651809692,0.9763928651809692,True,True,False
wifib|device=1|capture=23Jan|frame=3380|row=2978,1,2978,2978,2,0,1,0.4566357135772705,0.4566357135772705,True,1,0.8986948132514954,0.8986948132514954,True,True,True
wifib|device=1|capture=23Jan|frame=3381|row=2979,1,2979,2979,2,0,1,0.6294455528259277,0.6294455528259277,True,1,0.8122920989990234,0.8122920989990234,True,True,True
wifib|device=1|capture=23Jan|frame=3382|row=2980,1,2980,2980,2,0,1,0.5827239155769348,0.5827239155769348,True,1,0.7220437526702881,0.7220437526702881,True,True,False
wifib|device=1|capture=23Jan|frame=3383|row=2981,1,2981,2981,2,0,1,0.5586167573928833,0.5586167573928833,True,1,0.9449435472488403,0.9449435472488403,True,True,False
wifib|device=1|capture=23Jan|frame=3384|row=2982,1,2982,2982,2,0,1,0.4704740643501282,0.4704740643501282,True,1,0.979202926158905,0.979202926158905,True,True,True
wifib|device=1|capture=23Jan|frame=3385|row=2983,1,2983,2983,2,0,1,0.5693308711051941,0.5693308711051941,True,1,0.9816696643829346,0.9816696643829346,True,True,False
wifib|device=1|capture=23Jan|frame=3386|row=2984,1,2984,2984,2,0,1,0.5989976525306702,0.5989976525306702,True,1,0.9101144075393677,0.9101144075393677,True,True,True
wifib|device=1|capture=23Jan|frame=3387|row=2985,1,2985,2985,2,0,11,0.49152514338493347,0.4221869707107544,False,1,0.8457562327384949,0.8457562327384949,True,False,False
wifib|device=1|capture=23Jan|frame=3388|row=2986,1,2986,2986,2,0,1,0.48153790831565857,0.48153790831565857,True,1,0.9581600427627563,0.9581600427627563,True,True,False
wifib|device=1|capture=23Jan|frame=3389|row=2987,1,2987,2987,2,0,1,0.4833216667175293,0.4833216667175293,True,1,0.595531165599823,0.595531165599823,True,True,False
wifib|device=1|capture=23Jan|frame=3390|row=2988,1,2988,2988,2,0,1,0.5326587557792664,0.5326587557792664,True,1,0.5602965354919434,0.5602965354919434,True,True,False
wifib|device=1|capture=23Jan|frame=3391|row=2989,1,2989,2989,2,0,1,0.5113067030906677,0.5113067030906677,True,1,0.9628162980079651,0.9628162980079651,True,True,False
wifib|device=1|capture=23Jan|frame=3394|row=2990,1,2990,2990,2,0,1,0.4332336187362671,0.4332336187362671,True,1,0.9707235097885132,0.9707235097885132,True,True,False
wifib|device=1|capture=23Jan|frame=3395|row=2991,1,2991,2991,2,0,11,0.449479877948761,0.3878100514411926,False,1,0.9791959524154663,0.9791959524154663,True,False,False
wifib|device=1|capture=23Jan|frame=3396|row=2992,1,2992,2992,2,0,1,0.5674516558647156,0.5674516558647156,True,1,0.9859446287155151,0.9859446287155151,True,True,True
wifib|device=1|capture=23Jan|frame=3397|row=2993,1,2993,2993,2,0,1,0.4675535261631012,0.4675535261631012,True,1,0.8447932004928589,0.8447932004928589,True,True,True
wifib|device=1|capture=23Jan|frame=3398|row=2994,1,2994,2994,2,0,1,0.6338019967079163,0.6338019967079163,True,1,0.9810540080070496,0.9810540080070496,True,True,False
wifib|device=1|capture=23Jan|frame=3399|row=2995,1,2995,2995,2,0,1,0.3889137804508209,0.3889137804508209,True,1,0.9758942127227783,0.9758942127227783,True,True,False
wifib|device=1|capture=23Jan|frame=3400|row=2996,1,2996,2996,2,0,1,0.45601096749305725,0.45601096749305725,True,1,0.9368205666542053,0.9368205666542053,True,True,True
wifib|device=1|capture=23Jan|frame=3401|row=2997,1,2997,2997,2,0,11,0.4959598779678345,0.4222829341888428,False,1,0.9667690992355347,0.9667690992355347,True,False,False
wifib|device=1|capture=23Jan|frame=3402|row=2998,1,2998,2998,2,0,1,0.6464444994926453,0.6464444994926453,True,1,0.7785696387290955,0.7785696387290955,True,True,False
wifib|device=1|capture=23Jan|frame=3403|row=2999,1,2999,2999,2,0,11,0.41196364164352417,0.3677586615085602,False,1,0.965901792049408,0.965901792049408,True,False,False
wifib|device=1|capture=23Jan|frame=3404|row=3000,1,3000,3000,2,0,1,0.4900248944759369,0.4900248944759369,True,1,0.9243597388267517,0.9243597388267517,True,True,True
wifib|device=1|capture=23Jan|frame=3405|row=3001,1,3001,3001,2,0,1,0.5055574774742126,0.5055574774742126,True,1,0.7926647663116455,0.7926647663116455,True,True,False
wifib|device=1|capture=23Jan|frame=3406|row=3002,1,3002,3002,2,0,1,0.5748189091682434,0.5748189091682434,True,1,0.8376648426055908,0.8376648426055908,True,True,False
wifib|device=1|capture=23Jan|frame=3407|row=3003,1,3003,3003,2,0,1,0.6248635053634644,0.6248635053634644,True,1,0.9308159947395325,0.9308159947395325,True,True,False
wifib|device=1|capture=23Jan|frame=3408|row=3004,1,3004,3004,2,0,1,0.49893641471862793,0.49893641471862793,True,1,0.9004926085472107,0.9004926085472107,True,True,False
wifib|device=1|capture=23Jan|frame=3409|row=3005,1,3005,3005,2,0,1,0.4989979863166809,0.4989979863166809,True,1,0.7785240411758423,0.7785240411758423,True,True,False
wifib|device=1|capture=23Jan|frame=3410|row=3006,1,3006,3006,2,0,1,0.5837718844413757,0.5837718844413757,True,1,0.9837506413459778,0.9837506413459778,True,True,False
wifib|device=1|capture=23Jan|frame=3411|row=3007,1,3007,3007,2,0,1,0.44432514905929565,0.44432514905929565,True,1,0.9516391754150391,0.9516391754150391,True,True,False
wifib|device=1|capture=23Jan|frame=3412|row=3008,1,3008,3008,2,0,1,0.5437935590744019,0.5437935590744019,True,1,0.9134302139282227,0.9134302139282227,True,True,False
wifib|device=1|capture=23Jan|frame=3413|row=3009,1,3009,3009,2,0,1,0.5014275908470154,0.5014275908470154,True,1,0.913061797618866,0.913061797618866,True,True,False
wifib|device=1|capture=23Jan|frame=3414|row=3010,1,3010,3010,2,0,1,0.4978499412536621,0.4978499412536621,True,1,0.9772411584854126,0.9772411584854126,True,True,False
wifib|device=1|capture=23Jan|frame=3415|row=3011,1,3011,3011,2,0,1,0.6055783629417419,0.6055783629417419,True,1,0.9705233573913574,0.9705233573913574,True,True,False
wifib|device=10|capture=23Jan|frame=2080|row=1754,10,5256,1754,0,6,10,0.5725401639938354,0.5725401639938354,True,10,0.963424563407898,0.963424563407898,True,True,True
wifib|device=10|capture=23Jan|frame=2081|row=1755,10,5257,1755,0,6,10,0.5696076154708862,0.5696076154708862,True,10,0.9962983727455139,0.9962983727455139,True,True,False
wifib|device=10|capture=23Jan|frame=2082|row=1756,10,5258,1756,0,6,10,0.5770159959793091,0.5770159959793091,True,10,0.9674028158187866,0.9674028158187866,True,True,False
wifib|device=10|capture=23Jan|frame=2083|row=1757,10,5259,1757,0,6,10,0.630754292011261,0.630754292011261,True,10,0.9921155571937561,0.9921155571937561,True,True,True
wifib|device=10|capture=23Jan|frame=2084|row=1758,10,5260,1758,0,6,10,0.7547577619552612,0.7547577619552612,True,10,0.9664525389671326,0.9664525389671326,True,True,False
wifib|device=10|capture=23Jan|frame=2085|row=1759,10,5261,1759,0,6,10,0.7964489459991455,0.7964489459991455,True,10,0.95061856508255,0.95061856508255,True,True,True
wifib|device=10|capture=23Jan|frame=2086|row=1760,10,5262,1760,0,6,10,0.477500855922699,0.477500855922699,True,10,0.9975599050521851,0.9975599050521851,True,True,False
wifib|device=10|capture=23Jan|frame=2089|row=1761,10,5263,1761,0,6,10,0.6262103319168091,0.6262103319168091,True,10,0.9687396287918091,0.9687396287918091,True,True,True
wifib|device=10|capture=23Jan|frame=2090|row=1762,10,5264,1762,0,6,10,0.5215848684310913,0.5215848684310913,True,10,0.9940248131752014,0.9940248131752014,True,True,False
wifib|device=10|capture=23Jan|frame=2091|row=1763,10,5265,1763,0,6,10,0.7300976514816284,0.7300976514816284,True,10,0.9315179586410522,0.9315179586410522,True,True,False
wifib|device=10|capture=23Jan|frame=2092|row=1764,10,5266,1764,0,6,10,0.5607979893684387,0.5607979893684387,True,10,0.9929249286651611,0.9929249286651611,True,True,False
wifib|device=10|capture=23Jan|frame=2093|row=1765,10,5267,1765,0,6,10,0.6540384888648987,0.6540384888648987,True,10,0.9837654232978821,0.9837654232978821,True,True,False
wifib|device=10|capture=23Jan|frame=2094|row=1766,10,5268,1766,0,6,10,0.7076435089111328,0.7076435089111328,True,10,0.9944004416465759,0.9944004416465759,True,True,True
wifib|device=10|capture=23Jan|frame=2097|row=1767,10,5269,1767,0,6,10,0.5990507006645203,0.5990507006645203,True,10,0.9968107342720032,0.9968107342720032,True,True,False
wifib|device=10|capture=23Jan|frame=2098|row=1768,10,5270,1768,0,6,10,0.7584670782089233,0.7584670782089233,True,10,0.9963351488113403,0.9963351488113403,True,True,False
wifib|device=10|capture=23Jan|frame=2099|row=1769,10,5271,1769,0,6,10,0.6778237223625183,0.6778237223625183,True,10,0.9854224920272827,0.9854224920272827,True,True,False
wifib|device=10|capture=23Jan|frame=2100|row=1770,10,5272,1770,0,6,10,0.7074745297431946,0.7074745297431946,True,10,0.9902071356773376,0.9902071356773376,True,True,True
wifib|device=10|capture=23Jan|frame=2101|row=1771,10,5273,1771,0,6,10,0.6051377654075623,0.6051377654075623,True,10,0.9561065435409546,0.9561065435409546,True,True,True
wifib|device=10|capture=23Jan|frame=2102|row=1772,10,5274,1772,0,6,7,0.3751033842563629,0.32631704211235046,False,10,0.9879734516143799,0.9879734516143799,True,False,False
wifib|device=10|capture=23Jan|frame=2103|row=1773,10,5275,1773,0,6,10,0.7254146337509155,0.7254146337509155,True,10,0.9744981527328491,0.9744981527328491,True,True,False
wifib|device=10|capture=23Jan|frame=2104|row=1774,10,5276,1774,0,6,10,0.5969218015670776,0.5969218015670776,True,10,0.9972739815711975,0.9972739815711975,True,True,False
wifib|device=10|capture=23Jan|frame=2105|row=1775,10,5277,1775,0,6,7,0.39135435223579407,0.3723486661911011,False,10,0.981196403503418,0.981196403503418,True,False,False
wifib|device=10|capture=23Jan|frame=2106|row=1776,10,5278,1776,0,6,10,0.5945111513137817,0.5945111513137817,True,10,0.9948374629020691,0.9948374629020691,True,True,False
wifib|device=10|capture=23Jan|frame=2107|row=1777,10,5279,1777,0,6,10,0.5391532182693481,0.5391532182693481,True,10,0.9286673069000244,0.9286673069000244,True,True,False
wifib|device=10|capture=23Jan|frame=2108|row=1778,10,5280,1778,0,6,7,0.44830554723739624,0.2629941403865814,False,10,0.9075927734375,0.9075927734375,True,False,False
wifib|device=10|capture=23Jan|frame=2111|row=1779,10,5281,1779,0,6,7,0.3825511932373047,0.26633787155151367,False,10,0.9963459372520447,0.9963459372520447,True,False,False
wifib|device=10|capture=23Jan|frame=2112|row=1780,10,5282,1780,0,6,7,0.5133463144302368,0.21924874186515808,False,10,0.9794424176216125,0.9794424176216125,True,False,False
wifib|device=10|capture=23Jan|frame=2113|row=1781,10,5283,1781,0,6,10,0.40138185024261475,0.40138185024261475,True,10,0.9956790804862976,0.9956790804862976,True,True,True
wifib|device=10|capture=23Jan|frame=2114|row=1782,10,5284,1782,0,6,7,0.4260713756084442,0.40555793046951294,False,10,0.9963786005973816,0.9963786005973816,True,False,False
wifib|device=10|capture=23Jan|frame=2115|row=1783,10,5285,1783,0,6,10,0.4286693036556244,0.4286693036556244,True,10,0.9943150877952576,0.9943150877952576,True,True,False
wifib|device=10|capture=23Jan|frame=2116|row=1784,10,5286,1784,0,6,10,0.4736875593662262,0.4736875593662262,True,10,0.9966895580291748,0.9966895580291748,True,True,False
wifib|device=10|capture=23Jan|frame=2117|row=1785,10,5287,1785,0,6,10,0.5717015266418457,0.5717015266418457,True,10,0.9954147338867188,0.9954147338867188,True,True,False
wifib|device=10|capture=23Jan|frame=2120|row=1786,10,5288,1786,0,6,10,0.6068142056465149,0.6068142056465149,True,10,0.9826557636260986,0.9826557636260986,True,True,False
wifib|device=10|capture=23Jan|frame=2730|row=2284,10,5786,2284,1,6,10,0.8310026526451111,0.8310026526451111,True,10,0.912765383720398,0.912765383720398,True,True,False
wifib|device=10|capture=23Jan|frame=2731|row=2285,10,5787,2285,1,6,10,0.7353425025939941,0.7353425025939941,True,10,0.9915789365768433,0.9915789365768433,True,True,True
wifib|device=10|capture=23Jan|frame=2732|row=2286,10,5788,2286,1,6,10,0.8562781810760498,0.8562781810760498,True,10,0.992997407913208,0.992997407913208,True,True,False
wifib|device=10|capture=23Jan|frame=2733|row=2287,10,5789,2287,1,6,10,0.8056236505508423,0.8056236505508423,True,10,0.9676058888435364,0.9676058888435364,True,True,False
wifib|device=10|capture=23Jan|frame=2734|row=2288,10,5790,2288,1,6,10,0.7763751745223999,0.7763751745223999,True,10,0.9918172955513,0.9918172955513,True,True,True
wifib|device=10|capture=23Jan|frame=2735|row=2289,10,5791,2289,1,6,10,0.7406519055366516,0.7406519055366516,True,10,0.9969056248664856,0.9969056248664856,True,True,False
wifib|device=10|capture=23Jan|frame=2736|row=2290,10,5792,2290,1,6,10,0.8176080584526062,0.8176080584526062,True,10,0.9905701875686646,0.9905701875686646,True,True,False
wifib|device=10|capture=23Jan|frame=2737|row=2291,10,5793,2291,1,6,10,0.8533147573471069,0.8533147573471069,True,10,0.9803289175033569,0.9803289175033569,True,True,False
wifib|device=10|capture=23Jan|frame=2738|row=2292,10,5794,2292,1,6,10,0.863020658493042,0.863020658493042,True,10,0.9934273958206177,0.9934273958206177,True,True,False
wifib|device=10|capture=23Jan|frame=2739|row=2293,10,5795,2293,1,6,10,0.8238117098808289,0.8238117098808289,True,10,0.8970521092414856,0.8970521092414856,True,True,False
wifib|device=10|capture=23Jan|frame=2740|row=2294,10,5796,2294,1,6,10,0.7960075736045837,0.7960075736045837,True,10,0.9497184753417969,0.9497184753417969,True,True,True
wifib|device=10|capture=23Jan|frame=2741|row=2295,10,5797,2295,1,6,10,0.8013652563095093,0.8013652563095093,True,10,0.9942134022712708,0.9942134022712708,True,True,False
wifib|device=10|capture=23Jan|frame=2744|row=2296,10,5798,2296,1,6,10,0.8872851729393005,0.8872851729393005,True,10,0.8826449513435364,0.8826449513435364,True,True,False
wifib|device=10|capture=23Jan|frame=2745|row=2297,10,5799,2297,1,6,10,0.8967472910881042,0.8967472910881042,True,10,0.9134776592254639,0.9134776592254639,True,True,False
wifib|device=10|capture=23Jan|frame=2746|row=2298,10,5800,2298,1,6,10,0.6315481066703796,0.6315481066703796,True,10,0.9828725457191467,0.9828725457191467,True,True,False
wifib|device=10|capture=23Jan|frame=2747|row=2299,10,5801,2299,1,6,10,0.8179699182510376,0.8179699182510376,True,10,0.9303050637245178,0.9303050637245178,True,True,True
wifib|device=10|capture=23Jan|frame=2748|row=2300,10,5802,2300,1,6,10,0.6107187867164612,0.6107187867164612,True,10,0.9906889200210571,0.9906889200210571,True,True,False
wifib|device=10|capture=23Jan|frame=2749|row=2301,10,5803,2301,1,6,10,0.8848332166671753,0.8848332166671753,True,10,0.9609565734863281,0.9609565734863281,True,True,False
wifib|device=10|capture=23Jan|frame=2750|row=2302,10,5804,2302,1,6,10,0.9310858845710754,0.9310858845710754,True,10,0.9450036287307739,0.9450036287307739,True,True,False
wifib|device=10|capture=23Jan|frame=2751|row=2303,10,5805,2303,1,6,10,0.8058430552482605,0.8058430552482605,True,10,0.9968494772911072,0.9968494772911072,True,True,False
