sample_id,device_id,cache_index,chronological_rank,buffer_segment_id,true_label,victim_prediction,victim_confidence,victim_true_confidence,victim_clean_correct,evaluator_prediction,evaluator_confidence,evaluator_true_confidence,evaluator_clean_correct,dual_clean_correct
wifib|device=1|capture=23Jan|frame=2793|row=2439,1,2439,2439,1,0,1,0.6299864053726196,0.6299864053726196,True,1,0.9799265265464783,0.9799265265464783,True,True
wifib|device=1|capture=23Jan|frame=2794|row=2440,1,2440,2440,1,0,1,0.4954777657985687,0.4954777657985687,True,1,0.9553259015083313,0.9553259015083313,True,True
wifib|device=1|capture=23Jan|frame=2802|row=2446,1,2446,2446,1,0,1,0.4935115575790405,0.4935115575790405,True,1,0.9769544005393982,0.9769544005393982,True,True
wifib|device=1|capture=23Jan|frame=2803|row=2447,1,2447,2447,1,0,1,0.57492595911026,0.57492595911026,True,1,0.9203585386276245,0.9203585386276245,True,True
wifib|device=1|capture=23Jan|frame=3380|row=2978,1,2978,2978,2,0,1,0.4566357135772705,0.4566357135772705,True,1,0.8986948132514954,0.8986948132514954,True,True
wifib|device=1|capture=23Jan|frame=3381|row=2979,1,2979,2979,2,0,1,0.6294455528259277,0.6294455528259277,True,1,0.8122920989990234,0.8122920989990234,True,True
wifib|device=1|capture=23Jan|frame=3384|row=2982,1,2982,2982,2,0,1,0.4704740643501282,0.4704740643501282,True,1,0.979202926158905,0.979202926158905,True,True
wifib|device=1|capture=23Jan|frame=3386|row=2984,1,2984,2984,2,0,1,0.5989976525306702,0.5989976525306702,True,1,0.9101144075393677,0.9101144075393677,True,True
wifib|device=1|capture=23Jan|frame=3396|row=2992,1,2992,2992,2,0,1,0.5674516558647156,0.5674516558647156,True,1,0.9859446287155151,0.9859446287155151,True,True
wifib|device=1|capture=23Jan|frame=3397|row=2993,1,2993,2993,2,0,1,0.4675535261631012,0.4675535261631012,True,1,0.8447932004928589,0.8447932004928589,True,True
wifib|device=1|capture=23Jan|frame=3400|row=2996,1,2996,2996,2,0,1,0.45601096749305725,0.45601096749305725,True,1,0.9368205666542053,0.9368205666542053,True,True
wifib|device=1|capture=23Jan|frame=3404|row=3000,1,3000,3000,2,0,1,0.4900248944759369,0.4900248944759369,True,1,0.9243597388267517,0.9243597388267517,True,True
wifib|device=4|capture=23Jan|frame=2135|row=1929,4,29939,1929,0,1,4,0.6935041546821594,0.6935041546821594,True,4,0.9975188970565796,0.9975188970565796,True,True
wifib|device=4|capture=23Jan|frame=2136|row=1930,4,29940,1930,0,1,4,0.8441352844238281,0.8441352844238281,True,4,0.9945776462554932,0.9945776462554932,True,True
wifib|device=4|capture=23Jan|frame=2139|row=1933,4,29943,1933,0,1,4,0.8251923322677612,0.8251923322677612,True,4,0.9983737468719482,0.9983737468719482,True,True
wifib|device=4|capture=23Jan|frame=2143|row=1937,4,29947,1937,0,1,4,0.862305760383606,0.862305760383606,True,4,0.9979981780052185,0.9979981780052185,True,True
wifib|device=4|capture=23Jan|frame=2149|row=1943,4,29953,1943,0,1,4,0.8706516027450562,0.8706516027450562,True,4,0.9982931017875671,0.9982931017875671,True,True
wifib|device=4|capture=23Jan|frame=2156|row=1948,4,29958,1948,0,1,4,0.9182847142219543,0.9182847142219543,True,4,0.9968805313110352,0.9968805313110352,True,True
wifib|device=4|capture=23Jan|frame=2164|row=1956,4,29966,1956,0,1,4,0.8464159965515137,0.8464159965515137,True,4,0.8373231291770935,0.8373231291770935,True,True
wifib|device=4|capture=23Jan|frame=2166|row=1958,4,29968,1958,0,1,4,0.8933373093605042,0.8933373093605042,True,4,0.9952014684677124,0.9952014684677124,True,True
wifib|device=4|capture=23Jan|frame=2762|row=2514,4,30524,2514,1,1,4,0.7856165170669556,0.7856165170669556,True,4,0.9985313415527344,0.9985313415527344,True,True
wifib|device=4|capture=23Jan|frame=2765|row=2517,4,30527,2517,1,1,4,0.7995268106460571,0.7995268106460571,True,4,0.9946653842926025,0.9946653842926025,True,True
wifib|device=4|capture=23Jan|frame=2773|row=2523,4,30533,2523,1,1,4,0.7890475392341614,0.7890475392341614,True,4,0.9948101043701172,0.9948101043701172,True,True
wifib|device=4|capture=23Jan|frame=2775|row=2525,4,30535,2525,1,1,4,0.7654122710227966,0.7654122710227966,True,4,0.9983571171760559,0.9983571171760559,True,True
wifib|device=4|capture=23Jan|frame=2780|row=2530,4,30540,2530,1,1,4,0.7762635350227356,0.7762635350227356,True,4,0.9986572265625,0.9986572265625,True,True
wifib|device=4|capture=23Jan|frame=2786|row=2534,4,30544,2534,1,1,4,0.7212077975273132,0.7212077975273132,True,4,0.9951961636543274,0.9951961636543274,True,True
wifib|device=4|capture=23Jan|frame=2788|row=2536,4,30546,2536,1,1,4,0.7195770740509033,0.7195770740509033,True,4,0.9963576197624207,0.9963576197624207,True,True
wifib|device=4|capture=23Jan|frame=2793|row=2541,4,30551,2541,1,1,4,0.8054215312004089,0.8054215312004089,True,4,0.9964148998260498,0.9964148998260498,True,True
wifib|device=4|capture=23Jan|frame=2795|row=2543,4,30553,2543,1,1,4,0.854427695274353,0.854427695274353,True,4,0.9962636828422546,0.9962636828422546,True,True
wifib|device=4|capture=23Jan|frame=3403|row=3095,4,31105,3095,2,1,4,0.9152359366416931,0.9152359366416931,True,4,0.9912804961204529,0.9912804961204529,True,True
wifib|device=4|capture=23Jan|frame=3408|row=3100,4,31110,3100,2,1,4,0.9409488439559937,0.9409488439559937,True,4,0.9977918863296509,0.9977918863296509,True,True
wifib|device=4|capture=23Jan|frame=3414|row=3104,4,31114,3104,2,1,4,0.8404813408851624,0.8404813408851624,True,4,0.9847516417503357,0.9847516417503357,True,True
wifib|device=4|capture=23Jan|frame=3415|row=3105,4,31115,3105,2,1,4,0.8834948539733887,0.8834948539733887,True,4,0.9985929131507874,0.9985929131507874,True,True
wifib|device=4|capture=23Jan|frame=3425|row=3115,4,31125,3115,2,1,4,0.8453072905540466,0.8453072905540466,True,4,0.996227502822876,0.996227502822876,True,True
wifib|device=4|capture=23Jan|frame=3428|row=3118,4,31128,3118,2,1,4,0.9367237091064453,0.9367237091064453,True,4,0.9983008503913879,0.9983008503913879,True,True
wifib|device=4|capture=23Jan|frame=3436|row=3124,4,31134,3124,2,1,4,0.788284420967102,0.788284420967102,True,4,0.996371865272522,0.996371865272522,True,True
wifib|device=4|capture=23Jan|frame=3438|row=3126,4,31136,3126,2,1,4,0.9429001212120056,0.9429001212120056,True,4,0.9970856308937073,0.9970856308937073,True,True
wifib|device=5|capture=23Jan|frame=2086|row=1895,5,48151,1895,0,2,5,0.9563482999801636,0.9563482999801636,True,5,0.9986756443977356,0.9986756443977356,True,True
wifib|device=5|capture=23Jan|frame=2089|row=1898,5,48154,1898,0,2,5,0.951038658618927,0.951038658618927,True,5,0.9975906610488892,0.9975906610488892,True,True
wifib|device=5|capture=23Jan|frame=2100|row=1909,5,48165,1909,0,2,5,0.9594902396202087,0.9594902396202087,True,5,0.9977980852127075,0.9977980852127075,True,True
wifib|device=5|capture=23Jan|frame=2103|row=1912,5,48168,1912,0,2,5,0.9248433113098145,0.9248433113098145,True,5,0.9980934262275696,0.9980934262275696,True,True
wifib|device=5|capture=23Jan|frame=2105|row=1914,5,48170,1914,0,2,5,0.947585940361023,0.947585940361023,True,5,0.9987373948097229,0.9987373948097229,True,True
wifib|device=5|capture=23Jan|frame=2107|row=1916,5,48172,1916,0,2,5,0.9581101536750793,0.9581101536750793,True,5,0.9978235960006714,0.9978235960006714,True,True
wifib|device=5|capture=23Jan|frame=2110|row=1919,5,48175,1919,0,2,5,0.9691368341445923,0.9691368341445923,True,5,0.9984275102615356,0.9984275102615356,True,True
wifib|device=5|capture=23Jan|frame=2113|row=1920,5,48176,1920,0,2,5,0.9743248820304871,0.9743248820304871,True,5,0.9978976249694824,0.9978976249694824,True,True
wifib|device=5|capture=23Jan|frame=2693|row=2466,5,48722,2466,1,2,5,0.943592369556427,0.943592369556427,True,5,0.9978267550468445,0.9978267550468445,True,True
wifib|device=5|capture=23Jan|frame=2702|row=2475,5,48731,2475,1,2,5,0.9222046732902527,0.9222046732902527,True,5,0.997797966003418,0.997797966003418,True,True
wifib|device=5|capture=23Jan|frame=2709|row=2482,5,48738,2482,1,2,5,0.9355535507202148,0.9355535507202148,True,5,0.9969306588172913,0.9969306588172913,True,True
wifib|device=5|capture=23Jan|frame=2710|row=2483,5,48739,2483,1,2,5,0.972561240196228,0.972561240196228,True,5,0.9989571571350098,0.9989571571350098,True,True
wifib|device=5|capture=23Jan|frame=2712|row=2485,5,48741,2485,1,2,5,0.8962075710296631,0.8962075710296631,True,5,0.9985478520393372,0.9985478520393372,True,True
wifib|device=5|capture=23Jan|frame=2713|row=2486,5,48742,2486,1,2,5,0.9397456049919128,0.9397456049919128,True,5,0.997164785861969,0.997164785861969,True,True
wifib|device=5|capture=23Jan|frame=2718|row=2491,5,48747,2491,1,2,5,0.9014973044395447,0.9014973044395447,True,5,0.9982927441596985,0.9982927441596985,True,True
wifib|device=5|capture=23Jan|frame=2720|row=2493,5,48749,2493,1,2,5,0.9678266048431396,0.9678266048431396,True,5,0.9984201192855835,0.9984201192855835,True,True
wifib|device=5|capture=23Jan|frame=2725|row=2498,5,48754,2498,1,2,5,0.9605759382247925,0.9605759382247925,True,5,0.9981973767280579,0.9981973767280579,True,True
wifib|device=5|capture=23Jan|frame=3315|row=3036,5,49292,3036,2,2,5,0.9286775588989258,0.9286775588989258,True,5,0.9979810118675232,0.9979810118675232,True,True
wifib|device=5|capture=23Jan|frame=3317|row=3038,5,49294,3038,2,2,5,0.9459403157234192,0.9459403157234192,True,5,0.9714890718460083,0.9714890718460083,True,True
wifib|device=5|capture=23Jan|frame=3323|row=3044,5,49300,3044,2,2,5,0.9540802240371704,0.9540802240371704,True,5,0.9959522485733032,0.9959522485733032,True,True
wifib|device=5|capture=23Jan|frame=3330|row=3051,5,49307,3051,2,2,5,0.891262948513031,0.891262948513031,True,5,0.9974896907806396,0.9974896907806396,True,True
wifib|device=5|capture=23Jan|frame=3331|row=3052,5,49308,3052,2,2,5,0.9652073979377747,0.9652073979377747,True,5,0.9974715709686279,0.9974715709686279,True,True
wifib|device=5|capture=23Jan|frame=3333|row=3054,5,49310,3054,2,2,5,0.962367832660675,0.962367832660675,True,5,0.9978659749031067,0.9978659749031067,True,True
wifib|device=5|capture=23Jan|frame=3335|row=3056,5,49312,3056,2,2,5,0.9405802488327026,0.9405802488327026,True,5,0.9983065128326416,0.9983065128326416,True,True
wifib|device=5|capture=23Jan|frame=3347|row=3068,5,49324,3068,2,2,5,0.8829847574234009,0.8829847574234009,True,5,0.9963353872299194,0.9963353872299194,True,True
wifib|device=6|capture=23Jan|frame=2192|row=1716,6,51543,1716,0,3,6,0.5774657130241394,0.5774657130241394,True,6,0.9924559593200684,0.9924559593200684,True,True
wifib|device=6|capture=23Jan|frame=2196|row=1720,6,51547,1720,0,3,6,0.4331164062023163,0.4331164062023163,True,6,0.995060384273529,0.995060384273529,True,True
wifib|device=6|capture=23Jan|frame=2199|row=1723,6,51550,1723,0,3,6,0.5461437702178955,0.5461437702178955,True,6,0.9943891167640686,0.9943891167640686,True,True
wifib|device=6|capture=23Jan|frame=2204|row=1726,6,51553,1726,0,3,6,0.46397697925567627,0.46397697925567627,True,6,0.9899736642837524,0.9899736642837524,True,True
wifib|device=6|capture=23Jan|frame=2211|row=1733,6,51560,1733,0,3,6,0.46376073360443115,0.46376073360443115,True,6,0.97772216796875,0.97772216796875,True,True
wifib|device=6|capture=23Jan|frame=2212|row=1734,6,51561,1734,0,3,6,0.4041023552417755,0.4041023552417755,True,6,0.995810866355896,0.995810866355896,True,True
wifib|device=6|capture=23Jan|frame=2213|row=1735,6,51562,1735,0,3,6,0.4758346974849701,0.4758346974849701,True,6,0.9941714406013489,0.9941714406013489,True,True
wifib|device=6|capture=23Jan|frame=2220|row=1742,6,51569,1742,0,3,6,0.4279164969921112,0.4279164969921112,True,6,0.996021568775177,0.996021568775177,True,True
wifib|device=6|capture=23Jan|frame=2793|row=2229,6,52056,2229,1,3,6,0.6282142400741577,0.6282142400741577,True,6,0.9877106547355652,0.9877106547355652,True,True
wifib|device=6|capture=23Jan|frame=2796|row=2232,6,52059,2232,1,3,6,0.43186652660369873,0.43186652660369873,True,6,0.9803623557090759,0.9803623557090759,True,True
wifib|device=6|capture=23Jan|frame=2803|row=2239,6,52066,2239,1,3,6,0.44369810819625854,0.44369810819625854,True,6,0.9034786820411682,0.9034786820411682,True,True
wifib|device=6|capture=23Jan|frame=2804|row=2240,6,52067,2240,1,3,6,0.4266807734966278,0.4266807734966278,True,6,0.9922752976417542,0.9922752976417542,True,True
wifib|device=6|capture=23Jan|frame=2810|row=2246,6,52073,2246,1,3,6,0.5303211808204651,0.5303211808204651,True,6,0.8800315856933594,0.8800315856933594,True,True
wifib|device=6|capture=23Jan|frame=2816|row=2252,6,52079,2252,1,3,6,0.4256370961666107,0.4256370961666107,True,6,0.9938695430755615,0.9938695430755615,True,True
wifib|device=6|capture=23Jan|frame=2818|row=2254,6,52081,2254,1,3,6,0.44910329580307007,0.44910329580307007,True,6,0.9718001484870911,0.9718001484870911,True,True
wifib|device=6|capture=23Jan|frame=2819|row=2255,6,52082,2255,1,3,6,0.5075991749763489,0.5075991749763489,True,6,0.996084451675415,0.996084451675415,True,True
wifib|device=6|capture=23Jan|frame=2820|row=2256,6,52083,2256,1,3,6,0.42999666929244995,0.42999666929244995,True,6,0.9878831505775452,0.9878831505775452,True,True
wifib|device=6|capture=23Jan|frame=3425|row=2745,6,52572,2745,2,3,6,0.5335967540740967,0.5335967540740967,True,6,0.993707537651062,0.993707537651062,True,True
wifib|device=6|capture=23Jan|frame=3426|row=2746,6,52573,2746,2,3,6,0.47773003578186035,0.47773003578186035,True,6,0.9848461151123047,0.9848461151123047,True,True
wifib|device=6|capture=23Jan|frame=3439|row=2759,6,52586,2759,2,3,6,0.508239209651947,0.508239209651947,True,6,0.9785745143890381,0.9785745143890381,True,True
wifib|device=6|capture=23Jan|frame=3440|row=2760,6,52587,2760,2,3,6,0.45983898639678955,0.45983898639678955,True,6,0.9659367203712463,0.9659367203712463,True,True
wifib|device=6|capture=23Jan|frame=3447|row=2765,6,52592,2765,2,3,6,0.41071513295173645,0.41071513295173645,True,6,0.996529757976532,0.996529757976532,True,True
wifib|device=6|capture=23Jan|frame=3448|row=2766,6,52593,2766,2,3,6,0.5033143758773804,0.5033143758773804,True,6,0.9960676431655884,0.9960676431655884,True,True
wifib|device=6|capture=23Jan|frame=3452|row=2770,6,52597,2770,2,3,6,0.3875071406364441,0.3875071406364441,True,6,0.9375256299972534,0.9375256299972534,True,True
wifib|device=6|capture=23Jan|frame=3456|row=2774,6,52601,2774,2,3,6,0.46041205525398254,0.46041205525398254,True,6,0.9933429956436157,0.9933429956436157,True,True
wifib|device=7|capture=23Jan|frame=2135|row=1666,7,54720,1666,0,4,7,0.5635039210319519,0.5635039210319519,True,7,0.8393210172653198,0.8393210172653198,True,True
wifib|device=7|capture=23Jan|frame=2136|row=1667,7,54721,1667,0,4,7,0.5963525176048279,0.5963525176048279,True,7,0.9478399157524109,0.9478399157524109,True,True
wifib|device=7|capture=23Jan|frame=2140|row=1671,7,54725,1671,0,4,7,0.4879114627838135,0.4879114627838135,True,7,0.8759562373161316,0.8759562373161316,True,True
wifib|device=7|capture=23Jan|frame=2149|row=1674,7,54728,1674,0,4,7,0.4970625042915344,0.4970625042915344,True,7,0.9302406907081604,0.9302406907081604,True,True
wifib|device=7|capture=23Jan|frame=2153|row=1676,7,54730,1676,0,4,7,0.4151468873023987,0.4151468873023987,True,7,0.9400001168251038,0.9400001168251038,True,True
wifib|device=7|capture=23Jan|frame=2159|row=1680,7,54734,1680,0,4,7,0.4807108938694,0.4807108938694,True,7,0.9355804324150085,0.9355804324150085,True,True
wifib|device=7|capture=23Jan|frame=2160|row=1681,7,54735,1681,0,4,7,0.46363458037376404,0.46363458037376404,True,7,0.9574317336082458,0.9574317336082458,True,True
wifib|device=7|capture=23Jan|frame=2171|row=1690,7,54744,1690,0,4,7,0.49260708689689636,0.49260708689689636,True,7,0.9470689296722412,0.9470689296722412,True,True
wifib|device=7|capture=23Jan|frame=2786|row=2173,7,55227,2173,1,4,7,0.527760922908783,0.527760922908783,True,7,0.9653511643409729,0.9653511643409729,True,True
wifib|device=7|capture=23Jan|frame=2788|row=2175,7,55229,2175,1,4,7,0.47373437881469727,0.47373437881469727,True,7,0.857936441898346,0.857936441898346,True,True
wifib|device=7|capture=23Jan|frame=2792|row=2179,7,55233,2179,1,4,7,0.49261894822120667,0.49261894822120667,True,7,0.9437339901924133,0.9437339901924133,True,True
wifib|device=7|capture=23Jan|frame=2795|row=2182,7,55236,2182,1,4,7,0.6949594616889954,0.6949594616889954,True,7,0.9542702436447144,0.9542702436447144,True,True
wifib|device=7|capture=23Jan|frame=2798|row=2185,7,55239,2185,1,4,7,0.4722183048725128,0.4722183048725128,True,7,0.9409705996513367,0.9409705996513367,True,True
wifib|device=7|capture=23Jan|frame=2805|row=2192,7,55246,2192,1,4,7,0.6566749215126038,0.6566749215126038,True,7,0.9516065716743469,0.9516065716743469,True,True
wifib|device=7|capture=23Jan|frame=2806|row=2193,7,55247,2193,1,4,7,0.3767308294773102,0.3767308294773102,True,7,0.9395352005958557,0.9395352005958557,True,True
wifib|device=7|capture=23Jan|frame=2809|row=2196,7,55250,2196,1,4,7,0.3968914747238159,0.3968914747238159,True,7,0.9645791053771973,0.9645791053771973,True,True
wifib|device=7|capture=23Jan|frame=2810|row=2197,7,55251,2197,1,4,7,0.38906562328338623,0.38906562328338623,True,7,0.943547785282135,0.943547785282135,True,True
wifib|device=7|capture=23Jan|frame=3410|row=2673,7,55727,2673,2,4,7,0.7123570442199707,0.7123570442199707,True,7,0.9682229161262512,0.9682229161262512,True,True
wifib|device=7|capture=23Jan|frame=3413|row=2674,7,55728,2674,2,4,7,0.3928733170032501,0.3928733170032501,True,7,0.7954835295677185,0.7954835295677185,True,True
wifib|device=7|capture=23Jan|frame=3415|row=2676,7,55730,2676,2,4,7,0.492995947599411,0.492995947599411,True,7,0.9801121354103088,0.9801121354103088,True,True
wifib|device=7|capture=23Jan|frame=3416|row=2677,7,55731,2677,2,4,7,0.6583026051521301,0.6583026051521301,True,7,0.9462208151817322,0.9462208151817322,True,True
wifib|device=7|capture=23Jan|frame=3419|row=2680,7,55734,2680,2,4,7,0.4600827097892761,0.4600827097892761,True,7,0.8831626176834106,0.8831626176834106,True,True
wifib|device=7|capture=23Jan|frame=3434|row=2693,7,55747,2693,2,4,7,0.49768534302711487,0.49768534302711487,True,7,0.9606311917304993,0.9606311917304993,True,True
wifib|device=7|capture=23Jan|frame=3435|row=2694,7,55748,2694,2,4,7,0.6450323462486267,0.6450323462486267,True,7,0.9528374075889587,0.9528374075889587,True,True
wifib|device=7|capture=23Jan|frame=3441|row=2700,7,55754,2700,2,4,7,0.5452837944030762,0.5452837944030762,True,7,0.918281614780426,0.918281614780426,True,True
wifib|device=8|capture=23Jan|frame=2143|row=1705,8,57901,1705,0,5,8,0.8906936645507812,0.8906936645507812,True,8,0.9790278077125549,0.9790278077125549,True,True
wifib|device=8|capture=23Jan|frame=2147|row=1709,8,57905,1709,0,5,8,0.8665133118629456,0.8665133118629456,True,8,0.9558558464050293,0.9558558464050293,True,True
wifib|device=8|capture=23Jan|frame=2148|row=1710,8,57906,1710,0,5,8,0.8779513239860535,0.8779513239860535,True,8,0.9942686557769775,0.9942686557769775,True,True
wifib|device=8|capture=23Jan|frame=2149|row=1711,8,57907,1711,0,5,8,0.7904849648475647,0.7904849648475647,True,8,0.9870535731315613,0.9870535731315613,True,True
wifib|device=8|capture=23Jan|frame=2150|row=1712,8,57908,1712,0,5,8,0.8840227723121643,0.8840227723121643,True,8,0.9962723255157471,0.9962723255157471,True,True
wifib|device=8|capture=23Jan|frame=2165|row=1727,8,57923,1727,0,5,8,0.8334195613861084,0.8334195613861084,True,8,0.9827485680580139,0.9827485680580139,True,True
wifib|device=8|capture=23Jan|frame=2169|row=1731,8,57927,1731,0,5,8,0.754310667514801,0.754310667514801,True,8,0.9785232543945312,0.9785232543945312,True,True
wifib|device=8|capture=23Jan|frame=2170|row=1732,8,57928,1732,0,5,8,0.782443642616272,0.782443642616272,True,8,0.9578142166137695,0.9578142166137695,True,True
wifib|device=8|capture=23Jan|frame=2776|row=2221,8,58417,2221,1,5,8,0.840007483959198,0.840007483959198,True,8,0.987011730670929,0.987011730670929,True,True
wifib|device=8|capture=23Jan|frame=2777|row=2222,8,58418,2222,1,5,8,0.729854166507721,0.729854166507721,True,8,0.9517740607261658,0.9517740607261658,True,True
wifib|device=8|capture=23Jan|frame=2779|row=2224,8,58420,2224,1,5,8,0.828106701374054,0.828106701374054,True,8,0.9861310720443726,0.9861310720443726,True,True
wifib|device=8|capture=23Jan|frame=2781|row=2226,8,58422,2226,1,5,8,0.7681453824043274,0.7681453824043274,True,8,0.971332848072052,0.971332848072052,True,True
wifib|device=8|capture=23Jan|frame=2786|row=2231,8,58427,2231,1,5,8,0.782340943813324,0.782340943813324,True,8,0.9734653830528259,0.9734653830528259,True,True
wifib|device=8|capture=23Jan|frame=2794|row=2237,8,58433,2237,1,5,8,0.7962170243263245,0.7962170243263245,True,8,0.9523932933807373,0.9523932933807373,True,True
wifib|device=8|capture=23Jan|frame=2799|row=2242,8,58438,2242,1,5,8,0.8015906810760498,0.8015906810760498,True,8,0.9460575580596924,0.9460575580596924,True,True
wifib|device=8|capture=23Jan|frame=2803|row=2244,8,58440,2244,1,5,8,0.8014801740646362,0.8014801740646362,True,8,0.9246129393577576,0.9246129393577576,True,True
wifib|device=8|capture=23Jan|frame=2807|row=2248,8,58444,2248,1,5,8,0.5457454323768616,0.5457454323768616,True,8,0.7810407876968384,0.7810407876968384,True,True
wifib|device=8|capture=23Jan|frame=3382|row=2738,8,58934,2738,2,5,8,0.7781715393066406,0.7781715393066406,True,8,0.9831677079200745,0.9831677079200745,True,True
wifib|device=8|capture=23Jan|frame=3384|row=2740,8,58936,2740,2,5,8,0.7874327301979065,0.7874327301979065,True,8,0.9631808400154114,0.9631808400154114,True,True
wifib|device=8|capture=23Jan|frame=3391|row=2745,8,58941,2745,2,5,8,0.8026343584060669,0.8026343584060669,True,8,0.8895655274391174,0.8895655274391174,True,True
wifib|device=8|capture=23Jan|frame=3392|row=2746,8,58942,2746,2,5,8,0.7863937616348267,0.7863937616348267,True,8,0.9864658713340759,0.9864658713340759,True,True
wifib|device=8|capture=23Jan|frame=3394|row=2748,8,58944,2748,2,5,8,0.8656154870986938,0.8656154870986938,True,8,0.99379563331604,0.99379563331604,True,True
wifib|device=8|capture=23Jan|frame=3397|row=2751,8,58947,2751,2,5,8,0.6671152114868164,0.6671152114868164,True,8,0.9850986003875732,0.9850986003875732,True,True
wifib|device=8|capture=23Jan|frame=3402|row=2754,8,58950,2754,2,5,8,0.7165458798408508,0.7165458798408508,True,8,0.9877431392669678,0.9877431392669678,True,True
wifib|device=8|capture=23Jan|frame=3410|row=2762,8,58958,2762,2,5,8,0.8700850009918213,0.8700850009918213,True,8,0.9709494709968567,0.9709494709968567,True,True
wifib|device=10|capture=23Jan|frame=2080|row=1754,10,5256,1754,0,6,10,0.5725401639938354,0.5725401639938354,True,10,0.963424563407898,0.963424563407898,True,True
wifib|device=10|capture=23Jan|frame=2083|row=1757,10,5259,1757,0,6,10,0.630754292011261,0.630754292011261,True,10,0.9921155571937561,0.9921155571937561,True,True
wifib|device=10|capture=23Jan|frame=2085|row=1759,10,5261,1759,0,6,10,0.7964489459991455,0.7964489459991455,True,10,0.95061856508255,0.95061856508255,True,True
wifib|device=10|capture=23Jan|frame=2089|row=1761,10,5263,1761,0,6,10,0.6262103319168091,0.6262103319168091,True,10,0.9687396287918091,0.9687396287918091,True,True
wifib|device=10|capture=23Jan|frame=2094|row=1766,10,5268,1766,0,6,10,0.7076435089111328,0.7076435089111328,True,10,0.9944004416465759,0.9944004416465759,True,True
wifib|device=10|capture=23Jan|frame=2100|row=1770,10,5272,1770,0,6,10,0.7074745297431946,0.7074745297431946,True,10,0.9902071356773376,0.9902071356773376,True,True
wifib|device=10|capture=23Jan|frame=2101|row=1771,10,5273,1771,0,6,10,0.6051377654075623,0.6051377654075623,True,10,0.9561065435409546,0.9561065435409546,True,True
wifib|device=10|capture=23Jan|frame=2113|row=1781,10,5283,1781,0,6,10,0.40138185024261475,0.40138185024261475,True,10,0.9956790804862976,0.9956790804862976,True,True
wifib|device=10|capture=23Jan|frame=2731|row=2285,10,5787,2285,1,6,10,0.7353425025939941,0.7353425025939941,True,10,0.9915789365768433,0.9915789365768433,True,True
wifib|device=10|capture=23Jan|frame=2734|row=2288,10,5790,2288,1,6,10,0.7763751745223999,0.7763751745223999,True,10,0.9918172955513,0.9918172955513,True,True
wifib|device=10|capture=23Jan|frame=2740|row=2294,10,5796,2294,1,6,10,0.7960075736045837,0.7960075736045837,True,10,0.9497184753417969,0.9497184753417969,True,True
wifib|device=10|capture=23Jan|frame=2747|row=2299,10,5801,2299,1,6,10,0.8179699182510376,0.8179699182510376,True,10,0.9303050637245178,0.9303050637245178,True,True
wifib|device=10|capture=23Jan|frame=2758|row=2306,10,5808,2306,1,6,10,0.8593695759773254,0.8593695759773254,True,10,0.9670888781547546,0.9670888781547546,True,True
